age,education.num,capital.gain,capital.loss,hours.per.week,net_capital,work_intensity
-0.772930599349373,-0.41749777178444897,-0.14685735624210156,-0.2172277916070518,0.6154249493387907,-0.1348305184882133,0.6154249493387906
-1.0665118115676664,-2.3550301904420397,-0.14685735624210156,-0.2172277916070518,0.7773164517721056,-0.1348305184882133,0.7773164517721057
-1.3600930237859599,-0.029991288052930873,-0.14685735624210156,-0.2172277916070518,-0.4368698164777571,-0.1348305184882133,-0.4368698164777569
2.309672128942707,-0.029991288052930873,-0.14685735624210156,-0.2172277916070518,-2.29862209446088,-0.1348305184882133,-2.2986220944608795
0.40139424952380043,-0.029991288052930873,0.8663594323612482,-0.2172277916070518,0.37258769568881805,0.8752282979777009,0.3725876956888182
-0.772930599349373,-2.3550301904420397,-0.14685735624210156,-0.2172277916070518,-0.8415985725610446,-0.1348305184882133,-0.8415985725610445
0.10781303730550704,-0.41749777178444897,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
-0.6995352962947997,-2.7425366741735577,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
-0.9931165085130931,-0.41749777178444897,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
-1.213302417676813,-0.41749777178444897,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
-0.8463259024039465,-0.029991288052930873,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
-1.213302417676813,1.1325281631416235,-0.14685735624210156,-0.2172277916070518,-2.460513596894195,-0.1348305184882133,-2.4605135968941947
-0.6995352962947997,1.1325281631416235,-0.14685735624210156,-0.2172277916070518,-1.6510560847276199,-0.1348305184882133,-1.6510560847276197
1.3555331892332538,-0.029991288052930873,-0.06857291653991765,-0.2172277916070518,-2.460513596894195,-0.05679007403181984,-2.4605135968941947
-1.3600930237859599,-1.9675237067105216,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
-0.18576817491278633,0.7450216794101053,-0.14685735624210156,-0.2172277916070518,-0.6797070701277297,-0.1348305184882133,-0.6797070701277294
0.18120834036008038,-0.41749777178444897,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
0.25460364341465375,0.35751519567858725,-0.14685735624210156,-0.2172277916070518,-0.6797070701277297,-0.1348305184882133,-0.6797070701277294
-0.6261399932402264,1.1325281631416235,0.8149605578093093,-0.2172277916070518,0.7773164517721056,0.8239896223245132,0.7773164517721057
-1.5802789329496798,-1.1925107392474852,-0.14685735624210156,-0.2172277916070518,-1.9748390895942498,-0.1348305184882133,-1.9748390895942496
0.8417660678512404,-0.029991288052930873,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
-0.18576817491278633,1.5200346468731416,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
-0.9931165085130931,0.35751519567858725,-0.14685735624210156,-0.2172277916070518,-0.03214106039446951,-0.1348305184882133,-0.032141060394469366
